,name,cid_c,cid_w,cid_u,cid_g,cid_b,cid_r,mc_c,mc_w,mc_u,mc_b,mc_r,mc_g,power,toughness,flying,trample,doublestrike,first_strike,vigilance,haste,menace,fear,shadow,defender,deathtouch,indestructible,hexproof,shroud
1705,Crosstown Courier,0,0,1,0,0,0,1,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1706,Crossway Vampire,0,0,0,0,1,0,1,0,0,0,2,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1707,Crovax the Cursed,0,0,0,1,0,0,2,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1708,"Crovax, Ascendant Hero",0,1,0,0,0,0,4,2,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1709,Crow of Dark Tidings,0,0,0,1,0,0,2,0,0,1,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1710,Crowd Favorites,0,1,0,0,0,0,6,1,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1711,Crown-Hunter Hireling,0,0,0,0,1,0,4,0,0,0,1,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1712,Crowned Ceratok,0,0,0,0,0,1,3,0,0,0,0,1,4,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1713,Crude Rampart,0,1,0,0,0,0,3,1,0,0,0,0,4,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1714,Cruel Deceiver,0,0,0,1,0,0,1,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1715,Cruel Sadist,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1716,Crumbling Colossus,1,0,0,0,0,0,5,0,0,0,0,0,7,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1717,Crusading Knight,0,1,0,0,0,0,2,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1718,Crypt Angel,0,0,0,1,0,0,4,0,0,1,0,0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1719,Crypt Champion,0,0,0,1,1,0,3,0,0,1,0,0,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1720,Crypt Cobra,0,0,0,1,0,0,3,0,0,1,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1721,Crypt Creeper,0,0,0,1,0,0,1,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1722,Crypt Ghast,0,0,0,1,0,0,3,0,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1723,Crypt Rats,0,0,0,1,0,0,2,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1724,Crypt Ripper,0,0,0,1,0,0,2,0,0,2,0,0,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1725,Crypt Sliver,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1726,Cryptborn Horror,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1727,Cryptbreaker,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1728,Cryptic Annelid,0,0,1,0,0,0,3,0,1,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1729,Cryptic Cruiser,0,0,1,0,0,0,3,0,1,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1730,Cryptic Serpent,0,0,1,0,0,0,5,0,2,0,0,0,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1731,Cryptoplasm,0,0,1,0,0,0,1,0,2,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1732,Crystal Golem,1,0,0,0,0,0,4,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1733,Crystal Seer,0,0,1,0,0,0,4,0,1,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1734,Crystalline Crawler,1,0,0,0,0,0,4,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1735,Crystalline Nautilus,0,0,1,0,0,0,2,0,1,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1736,Crystalline Sliver,0,1,1,0,0,0,0,1,1,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1737,Cudgel Troll,0,0,0,0,0,1,2,0,0,0,0,2,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1738,Culling Drone,0,0,0,1,0,0,1,0,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1739,Cult of the Waxing Moon,0,0,0,0,0,1,4,0,0,0,0,1,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1740,Cultbrand Cinder,0,0,0,1,1,0,4,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1741,Cultivator Drone,0,0,1,0,0,0,2,0,1,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1742,Cultivator of Blades,0,0,0,0,0,1,3,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1743,Cunning Advisor,0,0,0,1,0,0,3,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1744,Cunning Bandit,0,0,0,0,1,0,1,0,0,0,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1745,Cunning Breezedancer,0,1,1,0,0,0,4,1,1,0,0,0,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1746,Cunning Giant,0,0,0,0,1,0,5,0,0,0,1,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1747,Cunning Lethemancer,0,0,0,1,0,0,2,0,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1748,Cunning Sparkmage,0,0,0,0,1,0,2,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1749,Cunning Survivor,0,0,1,0,0,0,1,0,1,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1750,Cuombajj Witches,0,0,0,1,0,0,0,0,0,2,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1751,Curator of Mysteries,0,0,1,0,0,0,2,0,2,0,0,0,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1752,Curio Vendor,0,0,1,0,0,0,1,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1753,Curious Homunculus,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1754,Curious Killbot,1,0,0,0,0,0,2,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1755,Curse of the Fire Penguin Creature,0,0,0,0,1,0,0,0,0,0,0,0,6,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1756,Cursecatcher,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1757,Cursed Minotaur,0,0,0,1,0,0,2,0,0,1,0,0,3,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1758,Cursed Monstrosity,0,0,0,1,0,0,4,0,0,1,0,0,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1759,Cursed Ronin,0,0,0,1,0,0,3,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1760,Custodi Lich,0,0,0,1,0,0,3,0,0,2,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1761,Custodi Peacekeeper,0,1,0,0,0,0,2,1,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1762,Custodi Soulbinders,0,1,0,0,0,0,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1763,Custodi Soulcaller,0,1,0,0,0,0,1,2,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1764,Custodi Squire,0,1,0,0,0,0,4,1,0,0,0,0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1765,Custodian of the Trove,1,0,0,0,0,0,3,0,0,0,0,0,2,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1766,Cutthroat il-Dal,0,0,0,1,0,0,3,0,0,1,0,0,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1767,Cyclone Sire,0,0,1,0,0,0,4,0,1,0,0,0,3,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0
1768,Cyclopean Giant,0,0,0,1,0,0,2,0,0,2,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1769,Cyclopean Mummy,0,0,0,1,0,0,1,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1770,Cyclops Gladiator,0,0,0,0,1,0,1,0,0,0,3,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1771,Cyclops Tyrant,0,0,0,0,1,0,5,0,0,0,1,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1772,Cyclops of Eternal Fury,0,0,0,0,1,0,4,0,0,0,2,0,5,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1773,Cyclops of One-Eyed Pass,0,0,0,0,1,0,2,0,0,0,2,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1774,Cylian Elf,0,0,0,0,0,1,1,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1775,Cylian Sunsinger,0,1,0,0,1,1,1,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1776,Cystbearer,0,0,0,0,0,1,2,0,0,0,0,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1777,Cytoplast Manipulator,0,0,1,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1778,Cytoplast Root-Kin,0,0,0,0,0,1,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1779,Cytospawn Shambler,0,0,0,0,0,1,6,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1780,D'Avenant Archer,0,1,0,0,0,0,2,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1781,D'Avenant Healer,0,1,0,0,0,0,1,2,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1782,D'Avenant Trapper,0,1,0,0,0,0,2,1,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1783,Dack's Duplicate,0,0,1,0,1,0,2,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1784,Daggerback Basilisk,0,0,0,0,0,1,2,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1785,Daggerclaw Imp,0,0,0,1,0,0,2,0,0,1,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1786,Daggerdrome Imp,0,0,0,1,0,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1787,Daghatar the Adamant,0,1,0,1,0,1,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1788,Dakmor Bat,0,0,0,1,0,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1789,Dakmor Ghoul,0,0,0,1,0,0,2,0,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1790,Dakmor Lancer,0,0,0,1,0,0,4,0,0,2,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1791,Dakmor Scorpion,0,0,0,1,0,0,1,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1792,Dakra Mystic,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1793,"Damia, Sage of Stone",0,0,1,1,0,1,4,0,1,1,0,1,4,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1794,Dancing Scimitar,1,0,0,0,0,0,4,0,0,0,0,0,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1795,Dandân,0,0,1,0,0,0,0,0,2,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1796,"Danitha Capashen, Paragon",0,1,0,0,0,0,2,1,0,0,0,0,2,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0
1797,Daraja Griffin,0,1,0,0,0,0,3,1,0,0,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1798,Darba,0,0,0,0,0,1,3,0,0,0,0,1,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1799,"Darien, King of Kjeldor",0,1,0,0,0,0,4,2,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1800,Darigaaz Reincarnated,0,0,0,1,1,1,4,0,0,1,1,1,7,7,1,1,0,0,0,1,0,0,0,0,0,0,0,0
1801,Darigaaz's Attendant,0,0,0,1,1,1,5,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1802,"Darigaaz, the Igniter",0,0,0,1,1,1,3,0,0,1,1,1,6,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1803,Daring Apprentice,0,0,1,0,0,0,1,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1804,Daring Archaeologist,0,1,0,0,0,0,3,1,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1805,Daring Buccaneer,0,0,0,0,1,0,0,0,0,0,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1806,Daring Saboteur,0,0,1,0,0,0,1,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1807,Daring Skyjek,0,1,0,0,0,0,1,1,0,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1808,Daring Sleuth,0,0,1,0,0,0,1,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1809,Daring Thief,0,0,1,0,0,0,2,0,1,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1810,Dark Confidant,0,0,0,1,0,0,1,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1811,Dark Hatchling,0,0,0,1,0,0,4,0,0,2,0,0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1812,Dark Impostor,0,0,0,1,0,0,2,0,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1813,Dark Maze,0,0,1,0,0,0,4,0,1,0,0,0,4,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1814,Dark Revenant,0,0,0,1,0,0,3,0,0,1,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1815,Dark Supplicant,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1816,Dark-Dweller Oracle,0,0,0,0,1,0,1,0,0,0,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1817,Darkblade Agent,0,0,1,1,0,0,1,0,1,1,0,0,2,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1818,Darkheart Sliver,0,0,0,1,0,1,0,0,0,1,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1819,Darkling Stalker,0,0,0,1,0,0,3,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1820,Darklit Gargoyle,0,1,0,1,0,0,1,1,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1821,Darkslick Drake,0,0,1,0,0,0,2,0,2,0,0,0,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1822,Darksteel Colossus,1,0,0,0,0,0,11,0,0,0,0,0,11,11,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1823,Darksteel Gargoyle,1,0,0,0,0,0,7,0,0,0,0,0,3,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1824,Darksteel Myr,1,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1825,Darksteel Sentinel,1,0,0,0,0,0,6,0,0,0,0,0,3,3,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1826,Darkthicket Wolf,0,0,0,0,0,1,1,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1827,Darkwatch Elves,0,0,0,0,0,1,2,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1828,Darting Merfolk,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1829,Daru Cavalier,0,1,0,0,0,0,3,1,0,0,0,0,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1830,Daru Healer,0,1,0,0,0,0,2,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1831,Daru Lancer,0,1,0,0,0,0,4,2,0,0,0,0,3,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1832,Daru Mender,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1833,Daru Sanctifier,0,1,0,0,0,0,3,1,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1834,Daru Spiritualist,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1835,Daru Stinger,0,1,0,0,0,0,3,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1836,Daru Warchief,0,1,0,0,0,0,2,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1837,Daughter of Autumn,0,1,0,0,0,1,2,0,0,0,0,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1838,Daunting Defender,0,1,0,0,0,0,4,1,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1839,Dauntless Aven,0,1,0,0,0,0,2,1,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1840,Dauntless Bodyguard,0,1,0,0,0,0,0,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1841,Dauntless Cathar,0,1,0,0,0,0,2,1,0,0,0,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1842,Dauntless Escort,0,1,0,0,0,1,1,1,0,0,0,1,3,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1843,Dauntless River Marshal,0,1,1,0,0,0,1,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1844,Dauthi Cutthroat,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1845,Dauthi Ghoul,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1846,Dauthi Horror,0,0,0,1,0,0,1,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1847,Dauthi Jackal,0,0,0,1,0,0,2,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1848,Dauthi Marauder,0,0,0,1,0,0,2,0,0,1,0,0,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1849,Dauthi Mercenary,0,0,0,1,0,0,2,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1850,Dauthi Mindripper,0,0,0,1,0,0,3,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1851,Dauthi Slayer,0,0,0,1,0,0,0,0,0,2,0,0,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1852,Dauthi Trapper,0,0,0,1,0,0,2,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1853,Dawn Elemental,0,1,0,0,0,0,0,4,0,0,0,0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1854,Dawn Gryff,0,1,0,0,0,0,2,1,0,0,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1855,Dawnbreak Reclaimer,0,1,0,0,0,0,4,2,0,0,0,0,5,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1856,Dawnbringer Charioteers,0,1,0,0,0,0,2,2,0,0,0,0,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1857,Dawnfeather Eagle,0,1,0,0,0,0,4,1,0,0,0,0,3,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1858,Dawnfluke,0,1,0,0,0,0,3,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1859,Dawnglare Invoker,0,1,0,0,0,0,2,1,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1860,Dawning Purist,0,1,0,0,0,0,2,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1861,Dawnray Archer,0,1,1,0,0,0,2,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1862,Dawnstrider,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1863,Dawnstrike Paladin,0,1,0,0,0,0,3,2,0,0,0,0,2,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1864,Dawntreader Elk,0,0,0,0,0,1,1,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1865,Daxos of Meletis,0,1,1,0,0,0,1,1,1,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1866,Daxos the Returned,0,1,0,1,0,0,1,1,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1867,Daybreak Chaplain,0,1,0,0,0,0,1,1,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1868,Daybreak Ranger,0,0,0,0,1,1,2,0,0,0,0,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1869,Dazzling Ramparts,0,1,0,0,0,0,4,1,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1870,Dead Reveler,0,0,0,1,0,0,2,0,0,1,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1871,Deadbridge Goliath,0,0,0,0,0,1,2,0,0,0,0,2,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1872,Deadbridge Shaman,0,0,0,1,0,0,2,0,0,1,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1873,Deadeye Brawler,0,0,1,1,0,0,2,0,1,1,0,0,2,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1874,Deadeye Harpooner,0,1,0,0,0,0,2,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1875,Deadeye Navigator,0,0,1,0,0,0,4,0,2,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1876,Deadeye Plunderers,0,0,1,1,0,0,3,0,1,1,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1877,Deadeye Quartermaster,0,0,1,0,0,0,3,0,1,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1878,Deadeye Rig-Hauler,0,0,1,0,0,0,3,0,1,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1879,Deadeye Tormentor,0,0,0,1,0,0,2,0,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1880,Deadeye Tracker,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1881,Deadhead,0,0,0,1,0,0,3,0,0,1,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1882,Deadly Grub,0,0,0,1,0,0,2,0,0,1,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1883,Deadly Insect,0,0,0,0,0,1,4,0,0,0,0,1,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1884,Deadly Recluse,0,0,0,0,0,1,1,0,0,0,0,1,1,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0
1885,Deadshot Minotaur,0,0,0,0,1,1,3,0,0,0,1,1,3,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1886,Deadwood Treefolk,0,0,0,0,0,1,5,0,0,0,0,1,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1887,Deal Broker,1,0,0,0,0,0,3,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1888,Dearly Departed,0,1,0,0,0,0,4,2,0,0,0,0,5,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1889,Death Baron,0,0,0,1,0,0,1,0,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1890,Death Charmer,0,0,0,1,0,0,2,0,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1891,Death Cultist,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1892,Death Speakers,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1893,Death's Shadow,0,0,0,1,0,0,0,0,0,1,0,0,13,13,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1894,Death's-Head Buzzard,0,0,0,1,0,0,1,0,0,2,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1895,Death-Hood Cobra,0,0,0,0,0,1,1,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1896,Death-Mask Duplicant,1,0,0,0,0,0,7,0,0,0,0,0,5,5,1,1,1,1,0,1,0,1,0,0,0,0,0,0
1897,Deathbellow Raider,0,0,0,1,1,0,1,0,0,0,1,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1898,Deathbloom Thallid,0,0,0,1,0,0,2,0,0,1,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1899,Deathbringer Liege,0,1,0,1,0,0,2,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1900,Deathbringer Regent,0,0,0,1,0,0,5,0,0,2,0,0,5,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1901,Deathbringer Thoctar,0,0,0,1,1,0,4,0,0,1,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1902,Deathcap Cultivator,0,0,0,1,0,1,1,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1903,Deathcoil Wurm,0,0,0,0,0,1,6,0,0,0,0,2,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1904,Deathcult Rogue,0,0,1,1,0,0,1,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1905,Deathcurse Ogre,0,0,0,1,0,0,5,0,0,1,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
